Raw Tweets,Clean Tweets,Sentiment
Source: Witten also mulling non-ESPN offer https://t.co/KfZ6SKZWPQ https://t.co/MsxKDaiEMt,Source Witten also mulling non ESPN offer,0.0
Source: Witten also mulling non-ESPN offer https://t.co/diWKp2hkje https://t.co/B83H7jCoKG,Source Witten also mulling non ESPN offer,0.0
Source: Witten also mulling non-ESPN offer https://t.co/llDoSfgkvK https://t.co/To72fjrF7g,Source Witten also mulling non ESPN offer,0.0
Source: Witten also mulling non-ESPN offer https://t.co/oUVul95KiO https://t.co/vr7u1yISoU,Source Witten also mulling non ESPN offer,0.0
@jonasdash @CStenny10 @DDurante7 @street_brice @mortreport @goedert33 Real question. Why did Witten announce his re… https://t.co/lD9LiXkWhM,brice Real question Why did Witten announce his re,0.2
Super Bowl XVII Trophy! #NFLDraft #SuperBowl #LombardiTrophy #DallasCowboys #CowboysNation #CowboysCountry #DC4L… https://t.co/JqA6eQcnEp,Super Bowl XVII Trophy NFLDraft SuperBowl LombardiTrophy DallasCowboys CowboysNation CowboysCountry DC4L,0.3333333333333333
Why you should want Cowboys rookies to rack up starts in 2018 - Dallas News (blog) https://t.co/no4tpMs67r,Why you should want Cowboys rookies to rack up starts in 2018 Dallas News blog,0.0
@Double_M215 @viseable @barnardthesaint @8_bit_soul @Makets_Man @NFLonFOX @dallascowboys @Eagles The answer to your… https://t.co/PJu2k5ff8f,M215 bit soul Man The answer to your,0.0
"When needs win out: Why Cowboys felt like they had to draft Leighton Vander Esch 

https://t.co/6jTugOZOVB via @mattmosley",When needs win out Why Cowboys felt like they had to draft Leighton Vander Esch via,0.8
"@dallascowboys question... Why are the Cowboys trying to talk Witten out of retirement? When you say you are done,… https://t.co/y0MKmr2QQz",question Why are the Cowboys trying to talk Witten out of retirement When you say you are done,0.0
Thank you @GSCTXcouncil &amp; @CourageCheer for allowing @TheSciCheers @SciStarter &amp; @PoundPoms to cheer about STEM! Me… https://t.co/N373vRf7xO,Thank you amp for allowing amp to cheer about STEM Me,0.0
"Salary cap impact of Tavon Austin, Jihad Ward trade acquisitions https://t.co/kJZ2nPw3pp https://t.co/TJlCKgErt0",Salary cap impact of Tavon Austin Jihad Ward trade acquisitions,0.0
Linebacker Leighton Vander Esch after being drafted 19th overall by Dallas Cowboys:  https://t.co/Lgnxvr7sAG,Linebacker Leighton Vander Esch after being drafted 19th overall by Dallas Cowboys,0.0
"OTD Round 6, 191st pick in the 2017 @NFL Draft The @DallasCowboys select @its_hollyWOODS S Louisiana Tech.… https://t.co/sXgyfl3tdF",OTD Round 6 191st pick in the 2017 Draft The select hollyWOODS S Louisiana Tech,-0.2
Source: Witten also mulling non-ESPN offer https://t.co/aR7qECgRtc https://t.co/I4a6JDIlNn,Source Witten also mulling non ESPN offer,0.0
Source: Witten also mulling non-ESPN offer https://t.co/m042DoRVIN https://t.co/C2xh4ua73k,Source Witten also mulling non ESPN offer,0.0
National draft grades: One expert says Cowboys' class does 'little to immediately improve' a team ready to win now.… https://t.co/SaADHaDWi6,National draft grades One expert says Cowboys class does little to immediately improve a team ready to win now,0.2708333333333333
We are up to $2 on the Emmitt Smith rookie card! https://t.co/aoznxKbRZV #nfl #dallas #cowboys,We are up to 2 on the Emmitt Smith rookie card nfl dallas cowboys,0.0
"https://t.co/vmcDcCSfh3

@Dakmania4 Never give up. Never surrender.",Never give up Never surrender,0.0
@JasonWitten don't let Jerry and Jason Garrett fool you. Go ahead and retire. Go join @TroyAikman in the booth. You… https://t.co/k69S2gf0Fg,don t let Jerry and Jason Garrett fool you Go ahead and retire Go join in the booth You,0.0
Source: Witten also mulling non-ESPN offer https://t.co/ut2jfJQBIl https://t.co/TbIYM5dvC6,Source Witten also mulling non ESPN offer,0.0
@DemBoyz_News @jose123cg3 WOWZA @jose123cg3!! #Congrats on your PHENOMENAL WIN of a 1971 Dallas Cowboys Super Bowl… https://t.co/4Z4gz8Qjww,News WOWZA Congrats on your PHENOMENAL WIN of a 1971 Dallas Cowboys Super Bowl,0.5444444444444444
@Dillroast Give it up. The Dallas OL coach was in the war room 20 minutes before the Eagles picked. You gave up a p… https://t.co/mhlX1UeHWi,Give it up The Dallas OL coach was in the war room 20 minutes before the Eagles picked You gave up a p,0.0
"OTD Round 3, 34th pick in the 2016 @NFL Draft The @DallasCowboys select DT @SavageSevv Nebraska. 

#DallasCowboys… https://t.co/20mQzaCTQP",OTD Round 3 34th pick in the 2016 Draft The select DT Nebraska DallasCowboys,-0.2
"@cwill from a fellow Capricorn and avid @dallascowboys fan, welcome to the Cowboys!",from a fellow Capricorn and avid fan welcome to the Cowboys,0.525
Jason Witten of Dallas Cowboys mulling non-ESPN offer as well https://t.co/QKdWja8i5g,Jason Witten of Dallas Cowboys mulling non ESPN offer as well,0.0
https://t.co/KNaZQ6LG9P,,0.0
@8_bit_soul @barnardthesaint @Double_M215 @viseable @Makets_Man @NFLonFOX @dallascowboys @Eagles Bandwagon? No more… https://t.co/v1joUr77wy,bit soul M215 Man Bandwagon No more,-0.25
@asapszn @Irish_Cowboys @dallascowboys  https://t.co/nfFRngVjaI,Cowboys,0.0
Source: Witten also mulling non-ESPN offer https://t.co/g6vWS4RSul https://t.co/VpjpkMKjHm,Source Witten also mulling non ESPN offer,0.0
"Man Garrett let the guy go...he is trash af now

 https://t.co/ZQGTstUAKO",Man Garrett let the guy go he is trash af now,0.0
"Connor Williams’ dream come true was born out of Cowboys’ nightmare in Atlanta. #Hookem

https://t.co/8ThkyM8T3f",Connor Williams dream come true was born out of Cowboys nightmare in Atlanta Hookem,0.35
@coop222 @cowboysRwimps @dallascowboys @VanderEsch38 @cwill @mg4dontplay @Dorance_ALegend @BinghamBaller9 @MW_XIV… https://t.co/Hz4sPaCcXv,ALegend XIV,0.0
Source: Jason Witten mulling 2 TV offers as Jason Garrett encourages TE to return - via @ESPN App https://t.co/Fj7L8vhtZO,Source Jason Witten mulling 2 TV offers as Jason Garrett encourages TE to return via App,0.1
Source: Jason Witten mulling 2 TV offers as Jason Garrett encourages TE to return - via @ESPN App https://t.co/A8h0Xu1ePb,Source Jason Witten mulling 2 TV offers as Jason Garrett encourages TE to return via App,0.1
"OTD Round 2, 34th pick in the 2016 @NFL Draft The @DallasCowboys select @TheJaylonSmith OLB Notre Dame.… https://t.co/GLoFv5x4VP",OTD Round 2 34th pick in the 2016 Draft The select OLB Notre Dame,-0.2
Report: Cowboys head coach Jason Garrett giving 11th-hour pitch to persuade Jason Witten to return this season:… https://t.co/UDdTVeCrd7,Report Cowboys head coach Jason Garrett giving 11th hour pitch to persuade Jason Witten to return this season,0.0
@TheReal_Minnema @hrtablaze Dallas Cowboys hat triggers me! Lol,Minnema Dallas Cowboys hat triggers me Lol,0.8
Source: Witten also mulling non-ESPN offer https://t.co/lvUvBrTMnM https://t.co/zLBCCCwFUE,Source Witten also mulling non ESPN offer,0.0
SCSU lineman signs free agent deal to go to camp with Dallas Cowboys https://t.co/wSaklgSqkr,SCSU lineman signs free agent deal to go to camp with Dallas Cowboys,0.4
Report: Cowboys head coach Jason Garrett giving 11th-hour pitch to persuade Jason Witten to return this season:… https://t.co/WvouGAI5Rl,Report Cowboys head coach Jason Garrett giving 11th hour pitch to persuade Jason Witten to return this season,0.0
Report: Cowboys head coach Jason Garrett giving 11th-hour pitch to persuade Jason Witten to return this season:… https://t.co/mt8nAeQVlW,Report Cowboys head coach Jason Garrett giving 11th hour pitch to persuade Jason Witten to return this season,0.0
Source: Witten also mulling non-ESPN offer https://t.co/s4OvBb8lSE https://t.co/X62ak7LBIA,Source Witten also mulling non ESPN offer,0.0
Source: Witten also mulling non-ESPN offer: Cowboys tight end Jason Witten continues to contemplate his decision to… https://t.co/ArhML7BbIh,Source Witten also mulling non ESPN offer Cowboys tight end Jason Witten continues to contemplate his decision to,-0.17857142857142858
"@dvn2112 @mortreport @dallascowboys Never said anything abt what he is going to do in retirement.

I'm talking abt… https://t.co/5iJ2nlZ6Wv",Never said anything abt what he is going to do in retirement I m talking abt,0.0
Source: Witten also mulling non-ESPN offer https://t.co/UVZdEcoONh,Source Witten also mulling non ESPN offer,0.0
When needs win out: Why Cowboys felt like they had to take Leighton Vander Esch  https://t.co/9B6UFNDjjY #DallasCowboys #CowboysNation,When needs win out Why Cowboys felt like they had to take Leighton Vander Esch DallasCowboys CowboysNation,0.8
"@tgilbert_13 @mortreport @dallascowboys I absolutely hate the dallas cowboys but each of those former players, now… https://t.co/iAhewYT6PB",13 I absolutely hate the dallas cowboys but each of those former players now,-0.4
@Double_M215 @viseable @barnardthesaint @8_bit_soul @Makets_Man @NFLonFOX @dallascowboys @Eagles The point is you c… https://t.co/EXJFWnMpzP,M215 bit soul Man The point is you c,0.0
Source: Witten also mulling non-ESPN offer https://t.co/0JiFYDx3L0 https://t.co/CC87lCkgHw,Source Witten also mulling non ESPN offer,0.0
Cowboys undrafted free agent tracker: Find out who Dallas has signed or invited to rookie minicamp https://t.co/QEnaPy1gfp,Cowboys undrafted free agent tracker Find out who Dallas has signed or invited to rookie minicamp,0.4
"Via ESPN - #ESPN #NFL #FantasyFootball ""Source: Witten also mulling non-ESPN offer"" https://t.co/pdsJTucxLO",Via ESPN ESPN NFL FantasyFootball Source Witten also mulling non ESPN offer,0.0
"""Source: Witten also mulling non-ESPN offer"" https://t.co/gSM4Qfzc0n https://t.co/N5Wg4NeAPr",Source Witten also mulling non ESPN offer,0.0
"After watching episode 1 of all or nothing for the Cowboys I’ve come down to 2 things: 
1) I hate Dallas and the Jo… https://t.co/iiZnJL2y4u",After watching episode 1 of all or nothing for the Cowboys I ve come down to 2 things 1 I hate Dallas and the Jo,-0.4777777777777778
Tennessee Vols football: Jashon Robertson signs with Dallas Cowboys after 2018 NFL Draft https://t.co/ZTOIpUbn3f,Tennessee Vols football Jashon Robertson signs with Dallas Cowboys after 2018 NFL Draft,0.0
Draft grades for the Cowboys NFC East opponents - Blogging The Boys (blog) https://t.co/j4N1oaSFjk https://t.co/HFfs8cQI4Y,Draft grades for the Cowboys NFC East opponents Blogging The Boys blog,0.0
Source: Witten also mulling non-ESPN offer https://t.co/jRYqFKgRRv https://t.co/7uK56R037k,Source Witten also mulling non ESPN offer,0.0
"""Source: Witten also mulling non-ESPN offer"" https://t.co/O2DHpvPFWg via ESPN #NFL #ESPN #NFLNews",Source Witten also mulling non ESPN offer via ESPN NFL ESPN NFLNews,0.0
The all or nothing episode of the Dallas Cowboys is sick👌🏾 it shows how Aaron Rodgers completely destroys the cowboys,The all or nothing episode of the Dallas Cowboys is sick it shows how Aaron Rodgers completely destroys the cowboys,-0.30714285714285716
National reaction: Cowboys' 2018 draft a 'disaster'; should Dallas have picked WR in Round 1? | #NFLDraft  https://t.co/4tblulhwzR,National reaction Cowboys 2018 draft a disaster should Dallas have picked WR in Round 1 NFLDraft,-0.2
Source: Witten also mulling non-ESPN offer https://t.co/bhPPN08rdW #DallasCowboys #CowboysNation,Source Witten also mulling non ESPN offer DallasCowboys CowboysNation,0.0
UPDATED: All signs point to Jason Witten retiring for big-money ESPN TV gig; Is... https://t.co/vzqHNqNK3t #DallasCowboys #CowboysNation,UPDATED All signs point to Jason Witten retiring for big money ESPN TV gig Is DallasCowboys CowboysNation,0.0
"@barnardthesaint @Double_M215 @viseable @Makets_Man @Moodfro24 @NFLonFOX @dallascowboys @Eagles Yeah, the ratings?… https://t.co/zYYqfns5q4",M215 Man Yeah the ratings,0.0
"O Dallas Cowboys, Cleveland Browns e Rob Gronkowski liderou o melhor cada vez que 28 pontos de corrida.",O Dallas Cowboys Cleveland Browns e Rob Gronkowski liderou o melhor cada vez que 28 pontos de corrida,0.0
David Akers does masterful job of trolling the Cowboys at 2018 NFL Draft in Dallas  https://t.co/uzItKTlcqm via @BleedingGreen,David Akers does masterful job of trolling the Cowboys at 2018 NFL Draft in Dallas via,1.0
@JasonWitten THANK YOU SO MUCH FOR ALL YOU GAVE IN OUR TEAM OUR DALLAS COWBOYS WE LOVE YOU TOO MUCH YOU WILL BE MIS… https://t.co/CuIezUtRQj,THANK YOU SO MUCH FOR ALL YOU GAVE IN OUR TEAM OUR DALLAS COWBOYS WE LOVE YOU TOO MUCH YOU WILL BE MIS,0.3
Hubs is watching a Dallas Cowboys documentary. I’m cooking meatloaf and mashed taters. God Bless ‘Murica!,Hubs is watching a Dallas Cowboys documentary I m cooking meatloaf and mashed taters God Bless Murica,0.0
GO Dallas cowboys#1,GO Dallas cowboys 1,0.0
"Finally, the #Cowboys are getting out of salary cap hell!
No big free agency signings please. Sign mid level player… https://t.co/juzpdYtAcH",Finally the Cowboys are getting out of salary cap hell No big free agency signings please Sign mid level player,0.1
"Retweeted ✭Cowboys News✭ (@DemBoyz_News):

19 Sundays until the Dallas Cowboys season opener! #CowboysNation… https://t.co/Dl5TfZ11Fm",Retweeted Cowboys News News 19 Sundays until the Dallas Cowboys season opener CowboysNation,0.0
@coop222 @cowboysRwimps @dallascowboys @VanderEsch38 @cwill @mg4dontplay @Dorance_ALegend @BinghamBaller9 @MW_XIV… https://t.co/LF996fLmSI,ALegend XIV,0.0
Earl Thomas remains a Seahawk after the draft. That doesn't mean the Cowboys are done pursuing him. | @DavidMooreDMN https://t.co/f5QYuA7wjF,Earl Thomas remains a Seahawk after the draft That doesn t mean the Cowboys are done pursuing him,-0.3125
#cowboys #cowboysnation #dallascowboys #dallas #nfldraft https://t.co/YhT8Kquw0m,cowboys cowboysnation dallascowboys dallas nfldraft,0.0
@LisaGerhart10 Yeah hilarious too that he was named Dallas because his dad was a huge Cowboys fan.,Yeah hilarious too that he was named Dallas because his dad was a huge Cowboys fan,0.45000000000000007
"Confira um resumo de todas as escolhas do Dallas Cowboys no Draft de 2018 

https://t.co/qZHk4x2sTv https://t.co/Lr3YOd2q50",Confira um resumo de todas as escolhas do Dallas Cowboys no Draft de 2018,0.0
Cedric Wilson seleccionado en la 6ª ronda del draft por los Dallas Cowboys: https://t.co/cxe6eBVGCt   #BleedBlue… https://t.co/qXlzXJEAZD,Cedric Wilson seleccionado en la 6 ronda del draft por los Dallas Cowboys BleedBlue,0.0
David Akers trolls the Dallas Cowboys with the Eagles 2nd round pick https://t.co/3oihHQpyL8 via @YouTube #Redskins… https://t.co/DqonvzTauz,David Akers trolls the Dallas Cowboys with the Eagles 2nd round pick via Redskins,-0.1
"@CartoonTonyRomo @jonasdash @ARusso1616 @mortreport @dallascowboys Did he really ""play"" those 4 yrs or just collect… https://t.co/hCPjbB0LP9",Did he really play those 4 yrs or just collect,0.2
Report: Jason Witten still undecided about playing in 2018 - Yardbarker https://t.co/mX8GbDj3mi,Report Jason Witten still undecided about playing in 2018 Yardbarker,0.0
"Report: Jason Witten has second broadcast offer, still deciding on futu - Yardbarker https://t.co/zdtngcPU7z",Report Jason Witten has second broadcast offer still deciding on futu Yardbarker,0.0
@KodakBlack1k @dallascowboys @Ravens @Lj_era8 Cowboys fan born in pompano beach florida? Lmaoooooooo bandwagon!!!,era8 Cowboys fan born in pompano beach florida Lmaoooooooo bandwagon,0.0
"@mortreport @dallascowboys If @JasonWitten has an opportunity to be on Monday Night Football he has to take it.
As… https://t.co/Lz1jmhVDIv",If has an opportunity to be on Monday Night Football he has to take it As,0.0
Why you should want Cowboys rookies to rack up starts in 2018 https://t.co/5k6RSaH283 https://t.co/TEhQ4pH4f0,Why you should want Cowboys rookies to rack up starts in 2018,0.0
@jonmachota If anybody says Dallas had a better draft then the Giants they’re on drugs... and I say this as a Cowbo… https://t.co/ZP9ZBaApda,If anybody says Dallas had a better draft then the Giants they re on drugs and I say this as a Cowbo,0.5
The Dallas Cowboys tackle something? That would be a first. 😂😂 https://t.co/LgRv4pSt0D,The Dallas Cowboys tackle something That would be a first,0.25
"NFC East draft grades: Without safety, do Cowboys top Giants, Redskins, Eagles?  https://t.co/jD9DjsAQlc via @sportsdaydfw",NFC East draft grades Without safety do Cowboys top Giants Redskins Eagles via,0.5
@mortreport @dallascowboys The 2018 Cowboys can win 6 games and finish in 4th place in the NFC East with or without Jason Witten.,The 2018 Cowboys can win 6 games and finish in 4th place in the NFC East with or without Jason Witten,0.8
@GoCubs1744 @jonasdash @ARusso1616 @mortreport @dallascowboys 1 year player? Deion played 5 seasons with the Cowboys.,1 year player Deion played 5 seasons with the Cowboys,0.0
NEW VIDEO! Dallas Cowboys NFL Draft Review https://t.co/ENE1WGkOjH,NEW VIDEO Dallas Cowboys NFL Draft Review,0.13636363636363635
Listen up guys... that moment when you realized you just spent 3 full days of your life at the #NFLDraft... you bet… https://t.co/55GeNwr3UF,Listen up guys that moment when you realized you just spent 3 full days of your life at the NFLDraft you bet,0.12499999999999999
"@GoCubs1744 @ARusso1616 @mortreport @dallascowboys Alright, then 5 with Witten likely soon.  Still a lot of former… https://t.co/zneGXhPiwz",Alright then 5 with Witten likely soon Still a lot of former,0.0
"The more the kids play, the more the Cowboys win. https://t.co/i6DfzU0Ttz via @sportsdaydfw",The more the kids play the more the Cowboys win via,0.6
@mortreport @dallascowboys #CowboysNation hopes he does too.,CowboysNation hopes he does too,0.0
"NFC East draft grades: Without safety, do Cowboys top Giants, Redskins, Eagles?  https://t.co/kyRrtI8y14 #DallasCowboys #CowboysNation",NFC East draft grades Without safety do Cowboys top Giants Redskins Eagles DallasCowboys CowboysNation,0.5
@coop222 @cowboysRwimps @dallascowboys @VanderEsch38 @cwill @mg4dontplay @Dorance_ALegend @BinghamBaller9 @MW_XIV… https://t.co/Z4MfOxUMJF,ALegend XIV,0.0
"@GoCubs1744 @ARusso1616 @mortreport @dallascowboys I'm a Cowboys fan, but here's 6

Pre/Post game: Deion Sanders, M… https://t.co/dAoBs2I0ty",I m a Cowboys fan but here s 6 Pre Post game Deion Sanders M,-0.4
@dallascowboys @Dorance_ALegend @KU_Football Huge Congrats &amp; Welcome to Cowboys Nation! Let’s link up at The Star!,ALegend Football Huge Congrats amp Welcome to Cowboys Nation Let s link up at The Star,0.6000000000000001
2018 NFL Draft: David Akers goes nuts on Cowboys fans as Eagles steal TE from Dallas https://t.co/I9yDCWMywP via @CBSSports,2018 NFL Draft David Akers goes nuts on Cowboys fans as Eagles steal TE from Dallas via,0.0
@Double_M215 @viseable @barnardthesaint @8_bit_soul @Makets_Man @NFLonFOX @dallascowboys @Eagles The question was a… https://t.co/m8LxahgxCQ,M215 bit soul Man The question was a,0.0
"My NFC East draft grades: Without safety, do Cowboys top Giants, Redskins, Eagles?  https://t.co/GslufMzL68",My NFC East draft grades Without safety do Cowboys top Giants Redskins Eagles,0.5
David Akers trolls the Dallas Cowboys with the Eagles 2nd round pick https://t.co/rT7Wm3fWHj via @YouTube🤡🤡🤡🤡,David Akers trolls the Dallas Cowboys with the Eagles 2nd round pick via,-0.1
Bo Scarbrough is the first Alabama player drafted by the Dallas Cowboys in 17 years https://t.co/2MsDiaNwhq,Bo Scarbrough is the first Alabama player drafted by the Dallas Cowboys in 17 years,0.25
"@TapaNava carlos a tu punto de vista como les fue a los Dallas Cowboys en este draft ? 

Saludos",carlos a tu punto de vista como les fue a los Dallas Cowboys en este draft Saludos,0.0
"NFC East draft grades: Without safety, do Cowboys top Giants, Redskins, Eagles? 👀

#NFLDraft | @jonmachota 

https://t.co/XLGcr5G4ou",NFC East draft grades Without safety do Cowboys top Giants Redskins Eagles NFLDraft,0.5
Earl Thomas remains a Seahawk after the draft. That doesn't mean the Cowboys are done pursuing him. - Dallas News https://t.co/pKLGAOnqDK,Earl Thomas remains a Seahawk after the draft That doesn t mean the Cowboys are done pursuing him Dallas News,-0.3125
@mortreport @dallascowboys Is the proposal that he can broadcast the playoffs since he knows the Cowboys won’t make it?,Is the proposal that he can broadcast the playoffs since he knows the Cowboys won t make it,0.0
nude kindgirl com dallas cowboys cheerleaders naked lesbian porn free full length boys and girls sex  https://t.co/i1wXf3B65S,nude kindgirl com dallas cowboys cheerleaders naked lesbian porn free full length boys and girls sex,0.25
